,RANK,PLAYER,YEAR,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
2428,2418,HunterPence,RF,2011,PHI,154,606,84,190,38,5,22,97,56,124,8,2,.314,.370,.502,.872
2429,2418,RobinsonCanó,2B,2009,NYY,161,637,103,204,48,2,25,85,30,63,5,7,.320,.352,.520,.872
2430,2418,DavidJustice,RF,1993,ATL,157,585,90,158,15,4,40,120,78,90,3,5,.270,.357,.515,.872
2431,2418,PrinceFielder,1B,2010,MIL,161,578,94,151,25,0,32,83,114,138,1,0,.261,.401,.471,.872
2432,2418,GleyberTorres,SS,2019,NYY,144,546,96,152,26,0,38,90,48,129,5,2,.278,.337,.535,.872
2433,2418,RobertoClemente,RF,1971,PIT,132,522,82,178,29,8,13,86,26,65,1,2,.341,.370,.502,.872
2434,2418,DickAllen,LF,1968,PHI,152,521,87,137,17,9,33,90,74,161,7,7,.263,.352,.520,.872
2435,2418,RobertoClemente,RF,1964,PIT,155,622,95,211,40,7,12,87,51,87,5,2,.339,.388,.484,.872
2436,2418,BradWilkerson,1B,2004,MON,160,572,112,146,39,2,32,67,106,152,13,6,.255,.374,.498,.872
2437,2418,FredLynn,CF,1978,BOS,150,541,75,161,33,3,22,82,75,50,3,6,.298,.380,.492,.872
2438,2418,JoeMedwick,LF,1934,STL,149,620,110,198,40,18,18,106,21,83,3,--,.319,.343,.529,.872
2439,2418,CecilCooper,1B,1979,MIL,150,590,83,182,44,1,24,106,56,77,15,3,.308,.364,.508,.872
2440,2418,TobyHarrah,3B,1977,TEX,159,539,90,142,25,5,27,87,109,73,27,5,.263,.393,.479,.872
2441,2418,EddieStanky,2B,1950,NYG,152,527,115,158,25,5,8,51,144,50,9,--,.300,.460,.412,.872
2442,2418,TristramSpeaker,CF,1910,BOS,141,538,92,183,20,14,7,65,52,,35,--,.340,.404,.468,.872
2443,2418,SamWest,CF,1934,SLB,122,482,90,157,22,10,9,55,62,55,3,5,.326,.403,.469,.872
2444,2418,JohnnyEvers,2B,1912,CHC,143,478,73,163,23,11,1,63,74,18,16,--,.341,.431,.441,.872
2445,2418,FredSnodgrass,CF,1910,NYG,123,396,69,127,22,8,2,44,71,52,33,--,.321,.440,.432,.872
2446,2418,PinkyWhitney,3B,1929,PHI,154,612,89,200,43,14,8,115,61,35,7,--,.327,.390,.482,.872
2447,2448,PaulO'Neill,RF,1993,NYY,141,498,71,155,34,1,20,75,44,69,2,4,.311,.367,.504,.871
2448,2448,AdriánGonzález,1B,2008,SD,162,616,103,172,32,1,36,119,74,142,0,0,.279,.361,.510,.871
2449,2448,CarlosDelgado,1B,2008,NYM,159,598,96,162,32,1,38,115,72,124,1,1,.271,.353,.518,.871
2450,2448,CarlosPena,1B,2008,TB,139,490,76,121,24,2,31,102,96,166,1,1,.247,.377,.494,.871
2451,2448,IvanRodriguez,C,1998,TEX,145,579,88,186,40,4,21,91,32,88,9,0,.321,.358,.513,.871
2452,2448,GarretAnderson,LF,2002,ANA,158,638,93,195,56,3,29,123,30,80,6,4,.306,.332,.539,.871
2453,2448,JoeMauer,C,2010,MIN,137,510,88,167,43,1,9,75,65,53,1,4,.327,.402,.469,.871
2454,2448,HarryStovey,X,1891,BSN,134,544,118,152,31,20,16,95,79,69,57,--,.279,.373,.498,.871
2455,2448,AramisRamirez,3B,2011,CHC,149,565,80,173,35,1,26,93,43,69,1,1,.306,.361,.510,.871
2456,2448,TerrySteinbach,C,1996,OAK,145,514,79,140,25,1,35,100,49,115,0,1,.272,.342,.529,.871
2457,2448,JohnValentin,2B,1997,BOS,143,575,95,176,47,5,18,77,58,66,7,4,.306,.372,.499,.871
2458,2448,MarkGrace,1B,1999,CHC,161,593,107,183,44,5,16,91,83,44,3,4,.309,.390,.481,.871
2459,2448,GusBell,CF,1955,CIN,154,610,88,188,30,6,27,104,54,57,4,4,.308,.361,.510,.871
2460,2448,FranciscoLindor,SS,2018,CLE,158,661,129,183,42,2,38,92,70,107,25,10,.277,.352,.519,.871
2461,2448,DerekJeter,SS,2009,NYY,153,634,107,212,27,1,18,66,72,90,30,5,.334,.406,.465,.871
2462,2448,KenSingleton,RF,1978,BAL,149,502,67,147,21,2,20,81,98,94,0,0,.293,.409,.462,.871
2463,2448,EddieYost,3B,1959,DET,148,521,115,145,19,0,21,61,135,77,9,2,.278,.435,.436,.871
2464,2448,JoeCronin,SS,1931,WAS,156,611,103,187,44,13,12,126,81,52,10,9,.306,.391,.480,.871
2465,2448,BillDickey,C,1933,NYY,130,478,58,152,24,8,14,97,47,14,3,4,.318,.381,.490,.871
2466,2448,RustyStaub,RF,1967,HOU,149,546,71,182,44,1,10,74,60,47,0,4,.333,.398,.473,.871
2467,2448,JohnMcGraw,3B,1898,BAL,143,515,143,176,8,10,0,53,112,,43,--,.342,.475,.396,.871
2468,2448,DonLenhardt,1B,1950,SLB,139,480,75,131,22,6,22,81,90,94,3,2,.273,.390,.481,.871
2469,2448,ElmerSmith,X,1897,PIT,123,467,99,145,19,17,6,54,70,,25,--,.310,.408,.463,.871
2470,2448,HankThompson,3B,1954,NYG,136,448,76,118,18,1,26,86,90,58,3,0,.263,.389,.482,.871
2471,2448,RobbyThompson,2B,1993,SF,128,494,85,154,30,2,19,65,45,97,10,4,.312,.375,.496,.871
2472,2448,RayBlades,LF,1926,STL,107,416,81,127,17,12,8,43,62,57,6,--,.305,.409,.462,.871
2473,2448,AlZarilla,RF,1948,SLB,144,529,77,174,39,3,12,74,48,48,11,6,.329,.389,.482,.871
2474,2448,MartyMcManus,3B,1930,DET,132,484,74,155,40,4,9,89,59,28,23,8,.320,.396,.475,.871
2475,2448,SamCrawford,RF,1914,DET,157,582,74,183,22,26,8,104,69,31,25,16,.314,.388,.483,.871
2476,2477,MattCarpenter,3B,2015,STL,154,574,101,156,44,3,28,84,81,151,4,3,.272,.365,.505,.870
2477,2477,KyleSchwarber,LF,2019,CHC,155,529,82,132,29,3,38,92,70,156,2,3,.250,.339,.531,.870
2478,2477,HarmonKillebrew,3B,1959,WAS,153,546,98,132,20,2,42,105,90,116,3,2,.242,.354,.516,.870
2479,2477,SpudJohnson,X,1890,COL,135,538,106,186,23,18,1,113,48,,43,--,.346,.409,.461,.870
2480,2477,GarySheffield,RF,1997,FLA,135,444,86,111,22,1,21,71,121,79,11,7,.250,.424,.446,.870
2481,2477,ReggieSmith,RF,1975,STL,135,477,67,144,26,3,19,76,63,59,9,7,.302,.382,.488,.870
2482,2477,YoenisCespedes,CF,2015,NYM,159,633,101,184,42,6,35,105,33,141,7,5,.291,.328,.542,.870
2483,2477,JohnnyBench,C,1974,CIN,160,621,108,174,38,2,33,129,80,90,5,4,.280,.363,.507,.870
2484,2477,MikeLowell,3B,2004,FLA,158,598,87,175,44,1,27,85,64,77,5,1,.293,.365,.505,.870
2485,2477,HunterDozier,3B,2019,KC,139,523,75,146,29,10,26,84,55,148,2,2,.279,.348,.522,.870
2486,2477,BobWatson,1B,1975,HOU,132,485,67,157,27,1,18,85,40,50,3,5,.324,.375,.495,.870
2487,2477,TeoscarHernández,RF,2021,TOR,143,550,92,163,29,0,32,116,36,148,12,4,.296,.346,.524,.870
2488,2477,GiancarloStanton,DH,2021,NYY,139,510,64,139,19,0,35,97,63,157,0,0,.273,.354,.516,.870
2489,2477,JohnOlerud,1B,1994,TOR,108,384,47,114,29,2,12,67,61,53,1,2,.297,.393,.477,.870
2490,2477,JoeyGallo,3B,2017,TEX,145,449,85,94,18,3,41,80,75,196,7,2,.209,.333,.537,.870
2491,2477,PeteAlonso,1B,2022,NYM,160,597,95,162,27,0,40,131,67,128,5,1,.271,.352,.518,.870
2492,2477,CarlYastrzemski,1B,1973,BOS,152,540,82,160,25,4,19,95,105,58,9,7,.296,.407,.463,.870
2493,2477,MagglioOrdonez,RF,2008,DET,146,561,72,178,32,2,21,103,53,76,1,5,.317,.376,.494,.870
2494,2477,HankEdwards,RF,1946,CLE,124,458,62,138,33,16,10,54,43,48,1,3,.301,.361,.509,.870
2495,2477,EddieJoost,SS,1951,PHA,140,553,107,160,28,5,19,78,106,70,10,8,.289,.409,.461,.870
2496,2477,ElstonHoward,C,1963,NYY,135,487,75,140,21,6,28,85,35,68,0,0,.287,.342,.528,.870
2497,2477,B.J.Surhoff,1B,1995,MIL,117,415,72,133,26,3,13,73,37,43,7,3,.320,.378,.492,.870
2498,2477,NickSwisher,RF,2010,NYY,150,566,91,163,33,3,29,89,58,139,1,2,.288,.359,.511,.870
2499,2477,AndreThornton,DH,1982,CLE,161,589,90,161,26,1,32,116,109,81,6,7,.273,.386,.484,.870
2500,2477,CecilCooper,1B,1982,MIL,155,654,104,205,38,3,32,121,32,53,2,3,.313,.342,.528,.870
2501,2477,DelEnnis,RF,1948,PHI,152,589,86,171,40,4,30,95,47,58,2,--,.290,.345,.525,.870
2502,2477,ChuckKlein,RF,1936,PHI,146,601,102,184,35,7,25,104,49,59,6,--,.306,.358,.512,.870
2503,2477,MervRettenmund,RF,1971,BAL,141,491,81,156,23,4,11,75,87,60,15,6,.318,.422,.448,.870
2504,2477,FielderJones,X,1896,BRO,104,395,82,140,10,8,3,46,48,15,18,--,.354,.427,.443,.870
2505,2477,JimmyCollins,3B,1901,BOS,138,564,108,187,42,16,6,94,34,,19,--,.332,.375,.495,.870
2506,2477,JimBottomley,1B,1926,STL,154,603,98,180,40,14,19,120,58,52,4,--,.299,.364,.506,.870
2507,2508,CarlYastrzemski,LF,1969,BOS,162,603,96,154,28,2,40,111,101,91,15,7,.255,.362,.507,.869
2508,2508,RonSanto,3B,1969,CHC,160,575,97,166,18,4,29,123,96,97,1,3,.289,.384,.485,.869
2509,2508,WillClark,1B,1995,TEX,123,454,85,137,27,3,16,92,68,50,0,1,.302,.389,.480,.869
2510,2508,RaulIbanez,LF,2006,SEA,159,626,103,181,33,5,33,123,65,115,2,4,.289,.353,.516,.869
2511,2508,DmitriYoung,1B,2007,WSH,136,460,57,147,38,1,13,74,44,74,0,0,.320,.378,.491,.869
2512,2508,NomarGarciaparra,SS,2003,BOS,156,658,120,198,37,13,28,105,39,61,19,5,.301,.345,.524,.869
2513,2508,RogerConnor,1B,1888,NYG,134,481,98,140,15,17,14,71,73,44,27,--,.291,.389,.480,.869
2514,2508,BugHolliday,X,1889,CIN,135,563,107,181,28,7,19,104,43,59,46,--,.321,.372,.497,.869
2515,2508,AndreEthier,RF,2009,LAD,160,596,92,162,42,3,31,106,72,116,6,4,.272,.361,.508,.869
2516,2508,JoséRamírez,3B,2022,CLE,157,601,90,168,44,5,29,126,69,82,20,7,.280,.355,.514,.869
2517,2508,JimRice,LF,1982,BOS,145,573,86,177,24,5,24,97,55,98,0,1,.309,.375,.494,.869
2518,2508,TonyOliva,RF,1965,MIN,149,576,107,185,40,5,16,98,55,64,19,9,.321,.378,.491,.869
2519,2508,HankSauer,LF,1950,CHC,145,540,85,148,32,2,32,103,60,67,1,--,.274,.350,.519,.869
2520,2508,JackClark,1B,1989,SD,142,455,76,110,19,1,26,94,132,145,6,2,.242,.410,.459,.869
2521,2508,JeffCirillo,3B,2000,COL,157,598,111,195,53,2,11,115,67,72,3,4,.326,.392,.477,.869
2522,2508,LoganMorrison,1B,2017,TB,149,512,75,126,22,1,38,85,81,149,2,0,.246,.353,.516,.869
2523,2508,KevinSeitzer,3B,1987,KC,161,641,105,207,33,8,15,83,80,85,12,7,.323,.399,.470,.869
2524,2508,ReedJohnson,LF,2006,TOR,134,461,86,147,34,2,12,49,33,81,8,2,.319,.390,.479,.869
2525,2508,SteveFinley,CF,2002,AZ,150,505,82,145,24,4,25,89,65,73,16,4,.287,.370,.499,.869
2526,2508,FelipeAlou,RF,1962,SF,154,561,96,177,30,3,25,98,33,66,10,7,.316,.356,.513,.869
2527,2508,RichieZisk,RF,1977,CWS,141,531,78,154,17,6,30,101,55,98,0,4,.290,.355,.514,.869
2528,2508,IchiroSuzuki,RF,2004,SEA,161,704,101,262,24,5,8,60,49,63,36,11,.372,.414,.455,.869
2529,2508,RoySievers,CF,1949,SLB,140,471,84,144,28,1,16,91,70,75,1,5,.306,.398,.471,.869
2530,2508,KenSingleton,RF,1975,BAL,155,586,88,176,37,4,15,55,118,82,3,5,.300,.415,.454,.869
2531,2508,NickSwisher,RF,2009,NYY,150,498,84,124,35,1,29,82,97,126,0,0,.249,.371,.498,.869
2532,2508,EdgarMartinez,3B,1994,SEA,89,326,47,93,23,1,13,51,53,42,6,2,.285,.387,.482,.869
2533,2508,DickAllen,3B,1965,PHI,161,619,93,187,31,14,20,85,74,150,15,2,.302,.375,.494,.869
2534,2508,TonyLazzeri,2B,1933,NYY,139,523,94,154,22,12,18,104,73,62,15,7,.294,.383,.486,.869
2535,2508,DionJames,CF,1987,ATL,134,494,80,154,37,6,10,61,70,63,10,8,.312,.397,.472,.869
2536,2508,DustinPedroia,2B,2008,BOS,157,653,118,213,54,2,17,83,50,52,20,1,.326,.376,.493,.869
2537,2508,PaulWaner,RF,1935,PIT,139,549,98,176,29,12,11,78,61,22,2,--,.321,.392,.477,.869
2538,2508,CharlieGrimm,1B,1923,PIT,152,563,78,194,29,13,7,99,41,43,6,9,.345,.389,.480,.869
2539,2508,CharlieJamieson,LF,1923,CLE,152,644,130,222,36,12,2,51,80,37,18,14,.345,.422,.447,.869
2540,2508,BingMiller,RF,1929,PHA,147,556,84,184,32,16,8,93,40,25,24,9,.331,.380,.489,.869
2541,2508,BillyWerber,3B,1934,BOS,152,623,129,200,41,10,11,67,77,37,40,15,.321,.397,.472,.869
2542,2508,FrankMcCormick,1B,1939,CIN,156,630,99,209,41,4,18,128,40,16,1,--,.332,.374,.495,.869
2543,2508,RogersHornsby,SS,1917,STL,145,523,86,171,24,17,8,66,45,34,17,--,.327,.385,.484,.869
2544,2508,HeinieZimmerman,3B,1913,CHC,127,447,69,140,28,12,9,95,41,40,18,--,.313,.379,.490,.869
2545,2508,FrankieFrisch,3B,1921,NYG,153,618,121,211,31,17,8,100,42,28,49,13,.341,.384,.485,.869
2546,2547,TonyClark,1B,1999,DET,143,536,74,150,29,0,31,99,64,133,2,1,.280,.361,.507,.868
2547,2547,KenGriffey,RF,2007,CIN,144,528,78,146,24,1,30,93,85,99,6,1,.277,.372,.496,.868
2548,2547,PedroGuerrero,1B,1989,STL,162,570,60,177,42,1,17,117,79,84,2,0,.311,.391,.477,.868
2549,2547,GeovanySoto,C,2008,CHC,141,494,66,141,35,2,23,86,62,121,0,1,.285,.364,.504,.868
2550,2547,BrandonBelt,1B,2016,SF,156,542,77,149,41,8,17,82,104,148,0,4,.275,.394,.474,.868
2551,2547,HowardJohnson,3B,1987,NYM,157,554,93,147,22,1,36,99,83,113,32,10,.265,.364,.504,.868
2552,2547,DavidPeralta,LF,2018,AZ,146,560,75,164,25,5,30,87,48,124,4,0,.293,.352,.516,.868
2553,2547,TroyGlaus,3B,2006,TOR,153,540,105,136,27,0,38,104,86,134,3,2,.252,.355,.513,.868
2554,2547,JimEdmonds,CF,1997,ANA,133,502,82,146,27,0,26,80,60,80,5,7,.291,.368,.500,.868
2555,2547,BillWhite,1B,1962,STL,159,614,93,199,31,3,20,102,58,69,9,7,.324,.386,.482,.868
2556,2547,JavyLopez,C,1998,ATL,133,489,73,139,21,1,34,106,30,85,5,3,.284,.328,.540,.868
2557,2547,TonyGonzalez,LF,1967,PHI,149,508,74,172,23,9,9,59,47,58,10,9,.339,.396,.472,.868
2558,2547,MarkGrace,1B,1993,CHC,155,594,86,193,39,4,14,98,71,32,8,4,.325,.393,.475,.868
2559,2547,DaveWinfield,DH,1992,TOR,156,583,92,169,33,3,26,108,82,89,2,3,.290,.377,.491,.868
2560,2547,HalMcRae,DH,1976,KC,149,527,75,175,34,5,8,73,64,43,22,12,.332,.407,.461,.868
2561,2547,RyneSandberg,2B,1985,CHC,153,609,113,186,31,6,26,83,57,97,54,11,.305,.364,.504,.868
2562,2547,BobBailey,3B,1973,MON,151,513,77,140,25,4,26,86,88,99,5,8,.273,.379,.489,.868
2563,2547,BenOglivie,LF,1979,MIL,139,514,88,145,30,4,29,81,48,56,12,5,.282,.343,.525,.868
2564,2547,AlSimmons,LF,1938,WAS,125,470,79,142,23,6,21,95,38,40,2,1,.302,.357,.511,.868
2565,2547,PinkyHiggins,3B,1933,PHA,152,567,85,178,34,12,13,99,61,53,2,7,.314,.383,.485,.868
2566,2547,LouWhitaker,2B,1994,DET,92,322,67,97,21,2,12,43,41,47,2,0,.301,.377,.491,.868
2567,2547,CorbinCarroll,LF,2023,AZ,155,565,116,161,30,10,25,76,57,125,54,5,.285,.362,.506,.868
2568,2547,FredClarke,X,1896,LOU,131,517,96,168,15,18,9,79,43,34,34,--,.325,.392,.476,.868
2569,2547,KenKeltner,3B,1939,CLE,154,587,84,191,35,11,13,97,51,41,6,6,.325,.379,.489,.868
2570,2547,VirgilDavis,C,1933,PHI,141,495,51,173,28,3,9,65,32,24,2,--,.349,.395,.473,.868
2571,2547,JoseVidro,2B,2002,MON,152,604,103,190,43,3,19,96,60,70,2,1,.315,.378,.490,.868
2572,2547,TyCobb,CF,1924,DET,155,625,115,211,38,10,4,79,85,18,23,14,.338,.418,.450,.868
2573,2547,JakeBeckley,1B,1895,PIT,129,530,104,174,31,19,5,110,24,20,20,--,.328,.381,.487,.868
2574,2575,XavierNady,LF,2008,NYY,148,555,76,169,37,1,25,97,39,103,2,1,.305,.357,.510,.867
2575,2575,RafaelPalmeiro,DH,2003,TEX,154,561,92,146,21,2,38,112,84,77,2,0,.260,.359,.508,.867
2576,2575,LanceParrish,C,1982,DET,133,486,75,138,19,2,32,87,40,99,3,4,.284,.338,.529,.867
2577,2575,RichieSexson,1B,2002,MIL,157,570,86,159,37,2,29,102,70,136,0,0,.279,.363,.504,.867
2578,2575,VinnyCastilla,3B,2004,COL,148,583,93,158,43,3,35,131,51,113,0,0,.271,.332,.535,.867
2579,2575,WillieMcCovey,1B,1977,SF,141,478,54,134,21,0,28,86,67,106,3,0,.280,.367,.500,.867
2580,2575,BobbyBonds,RF,1971,SF,155,619,110,178,32,4,33,102,62,137,26,8,.288,.355,.512,.867
2581,2575,JohnMcGraw,SS,1893,BAL,127,480,123,154,9,10,5,64,101,11,38,--,.321,.454,.413,.867
2582,2575,AlSimmons,CF,1936,DET,143,568,96,186,38,6,13,112,49,35,6,4,.327,.383,.484,.867
2583,2575,RussellBranyan,1B,2009,SEA,116,431,64,108,21,1,31,76,58,149,2,0,.251,.347,.520,.867
2584,2575,MackJones,LF,1969,MON,135,455,73,123,23,5,22,79,67,110,6,7,.270,.379,.488,.867
2585,2575,J.D.Martinez,DH,2021,BOS,148,570,92,163,42,3,28,99,55,150,0,0,.286,.349,.518,.867
2586,2575,TaffyWright,RF,1941,CWS,136,513,71,165,35,5,10,97,60,27,5,4,.322,.399,.468,.867
2587,2575,GooseGoslin,LF,1932,SLB,150,572,88,171,28,9,17,104,92,35,12,9,.299,.398,.469,.867
2588,2575,CharlieGehringer,2B,1932,DET,152,618,112,184,44,11,19,107,68,34,9,8,.298,.370,.497,.867
2589,2575,JeanSegura,2B,2016,AZ,153,637,102,203,41,7,20,64,39,101,33,10,.319,.368,.499,.867
2590,2575,BenOglivie,LF,1978,MIL,128,469,71,142,29,4,18,72,52,69,11,7,.303,.370,.497,.867
2591,2575,JoseVidro,2B,2003,MON,144,509,77,158,36,0,15,65,69,50,3,2,.310,.397,.470,.867
2592,2575,FerrisFain,1B,1952,PHA,145,538,82,176,43,3,2,59,105,26,3,5,.327,.438,.429,.867
2593,2575,TommyGlaviano,3B,1950,STL,115,410,92,117,29,2,11,44,90,74,6,--,.285,.421,.446,.867
2594,2575,SidGordon,LF,1952,BSN,144,522,69,151,22,2,25,75,77,49,0,4,.289,.384,.483,.867
2595,2575,GeorgeMcQuinn,1B,1941,SLB,130,495,93,147,28,4,18,80,74,30,5,4,.297,.388,.479,.867
2596,2575,MinnieMinoso,LF,1958,CLE,149,556,94,168,25,2,24,80,59,53,14,14,.302,.383,.484,.867
2597,2575,RickFerrell,C,1936,BOS,121,410,59,128,27,5,8,55,65,17,0,1,.312,.406,.461,.867
2598,2575,CyWilliams,RF,1927,PHI,131,492,86,135,18,2,30,98,61,57,0,--,.274,.365,.502,.867
2599,2575,GeorgeMiller,3B,1894,STL,127,481,93,163,9,11,8,86,58,9,17,--,.339,.414,.453,.867
2600,2575,TyCobb,CF,1920,DET,112,428,86,143,28,8,2,63,58,28,15,10,.334,.416,.451,.867
2601,2575,FrankDemaree,RF,1937,CHC,154,615,104,199,36,6,17,115,57,31,6,--,.324,.382,.485,.867
2602,2575,MaxBishop,2B,1928,PHA,126,472,104,149,27,5,6,50,97,36,9,9,.316,.435,.432,.867
2603,2575,MaxCarey,CF,1922,PIT,155,629,140,207,28,12,10,70,80,26,51,2,.329,.408,.459,.867
2604,2575,HarrySteinfeldt,3B,1903,CIN,118,439,71,137,32,12,6,83,47,,6,--,.312,.386,.481,.867
2605,2575,RubeBressler,LF,1929,BRO,136,456,72,145,22,8,9,77,67,27,4,--,.318,.406,.461,.867
2606,2575,RossYoungs,RF,1921,NYG,141,504,90,165,24,16,3,102,71,47,21,17,.327,.411,.456,.867
2607,2608,XanderBogaerts,SS,2020,BOS,56,203,36,61,8,0,11,28,21,41,8,0,.300,.364,.502,.866
2608,2608,JorgePosada,C,2006,NYY,143,465,65,129,27,2,23,93,64,97,3,0,.277,.374,.492,.866
2609,2608,MichaelCuddyer,RF,2006,MIN,150,557,102,158,41,5,24,109,62,130,6,0,.284,.362,.504,.866
2610,2608,MattHolliday,LF,2005,COL,125,479,68,147,24,7,19,87,36,79,14,3,.307,.361,.505,.866
2611,2608,MikeEpstein,1B,1972,OAK,138,455,63,123,18,2,26,70,68,68,0,1,.270,.376,.490,.866
2612,2608,DannyTartabull,DH,1993,NYY,138,513,87,128,33,2,31,102,92,156,0,0,.250,.363,.503,.866
2613,2608,GaryMatthews,CF,2006,TEX,147,620,102,194,44,6,19,79,58,99,10,7,.313,.371,.495,.866
2614,2608,DanteBichette,LF,1998,COL,161,662,97,219,48,2,22,122,28,76,14,4,.331,.357,.509,.866
2615,2608,DaveWinfield,RF,1978,SD,158,587,88,181,30,5,24,97,55,81,21,9,.308,.367,.499,.866
2616,2608,HanleyRamirez,1B,2016,BOS,147,549,81,157,28,1,30,111,60,120,9,3,.286,.361,.505,.866
2617,2608,YonderAlonso,1B,2017,SEA,142,451,72,120,22,0,28,67,68,118,2,0,.266,.365,.501,.866
2618,2608,RyanBraun,LF,2010,MIL,157,619,101,188,45,1,25,103,56,105,14,3,.304,.365,.501,.866
2619,2608,MoisesAlou,LF,1997,FLA,150,538,88,157,29,5,23,115,70,85,9,5,.292,.373,.493,.866
2620,2608,MoVaughn,1B,1999,ANA,139,524,63,147,20,0,33,108,54,127,0,0,.281,.358,.508,.866
2621,2608,GeorgeHendrick,1B,1983,STL,144,529,73,168,33,3,18,97,51,76,3,4,.318,.373,.493,.866
2622,2608,JimNorthrup,CF,1969,DET,148,543,79,160,31,5,25,66,52,83,4,2,.295,.358,.508,.866
2623,2608,TomBrown,X,1891,BSR,137,589,177,189,30,21,5,72,70,96,106,--,.321,.397,.469,.866
2624,2608,FrankieHayes,C,1940,PHA,136,465,73,143,23,4,16,70,61,59,9,3,.308,.389,.477,.866
2625,2608,IanHapp,CF,2020,CHC,57,198,27,51,11,1,12,28,30,63,1,3,.258,.361,.505,.866
2626,2608,CoreyHart,RF,2011,MIL,130,492,80,140,25,4,26,63,51,114,7,6,.285,.356,.510,.866
2627,2608,KellyJohnson,2B,2010,AZ,154,585,93,166,36,5,26,71,79,148,13,7,.284,.370,.496,.866
2628,2608,GeorgeKell,3B,1953,BOS,134,460,68,141,41,2,12,73,52,22,5,2,.307,.383,.483,.866
2629,2608,AndyVan Slyke,CF,1987,PIT,157,564,93,165,36,11,21,82,56,122,34,8,.293,.359,.507,.866
2630,2608,EddieRobinson,1B,1951,CWS,151,564,85,159,23,5,29,117,77,54,2,5,.282,.371,.495,.866
2631,2608,JayPayton,LF,2003,COL,157,600,93,181,32,5,28,89,43,77,6,4,.302,.354,.512,.866
2632,2608,DeaconMcGuire,C,1895,WAS,132,533,89,179,30,8,10,97,40,18,16,--,.336,.388,.478,.866
2633,2608,GormanThomas,CF,1978,MIL,137,452,70,111,24,1,32,86,73,133,3,4,.246,.351,.515,.866
2634,2608,PieTraynor,3B,1923,PIT,153,616,108,208,19,19,12,101,34,19,28,13,.338,.377,.489,.866
2635,2608,DomDiMaggio,CF,1950,BOS,141,588,131,193,30,11,7,70,82,68,15,4,.328,.414,.452,.866
2636,2608,AugieGalan,LF,1935,CHC,154,646,133,203,41,11,12,79,87,53,22,--,.314,.399,.467,.866
2637,2608,ArkyVaughan,SS,1933,PIT,152,573,85,180,29,19,9,97,64,23,3,--,.314,.388,.478,.866
2638,2608,EddieCollins,2B,1909,PHA,153,571,104,198,30,10,3,56,62,,67,--,.347,.416,.450,.866
2639,2640,CoreyHart,RF,2010,MIL,145,558,91,158,34,4,31,102,45,140,7,6,.283,.340,.525,.865
2640,2640,TonyGwynn,RF,1998,SD,127,461,65,148,35,0,16,69,35,18,3,1,.321,.364,.501,.865
2641,2640,TimAnderson,SS,2019,CWS,123,498,81,167,32,0,18,56,15,109,17,5,.335,.357,.508,.865
2642,2640,JimThome,DH,2008,CWS,149,503,93,123,28,0,34,90,91,147,1,0,.245,.362,.503,.865
2643,2640,DarrylStrawberry,RF,1986,NYM,136,475,76,123,27,5,27,93,72,141,28,12,.259,.358,.507,.865
2644,2640,MattLawton,RF,2000,MIN,156,561,84,171,44,2,13,88,91,63,23,7,.305,.405,.460,.865
2645,2640,GaryMatthews,RF,1979,ATL,156,631,97,192,34,5,27,90,60,75,18,6,.304,.363,.502,.865
2646,2640,GaryGaetti,3B,1986,MIN,157,596,91,171,34,1,34,108,52,108,14,15,.287,.347,.518,.865
2647,2640,LeonWagner,LF,1961,LAA,133,453,74,127,19,2,28,79,48,65,5,1,.280,.348,.517,.865
2648,2640,OrlandoCepeda,1B,1962,SF,162,625,105,191,26,1,35,114,37,97,10,4,.306,.347,.518,.865
2649,2640,AJPollock,CF,2015,AZ,157,609,111,192,39,6,20,76,53,89,39,7,.315,.367,.498,.865
2650,2640,TravisFryman,SS,1993,DET,151,607,98,182,37,5,22,97,77,128,9,4,.300,.379,.486,.865
2651,2640,MattLawton,RF,1998,MIN,152,557,91,155,36,6,21,77,86,64,16,8,.278,.387,.478,.865
2652,2640,JuniorSpivey,2B,2002,AZ,143,538,103,162,34,6,16,78,65,100,11,6,.301,.389,.476,.865
2653,2640,CarlosGonzález,RF,2015,COL,153,554,87,150,25,2,40,97,46,133,2,0,.271,.325,.540,.865
2654,2640,SamLeslie,1B,1934,BRO,146,546,75,181,29,6,9,102,69,34,5,--,.332,.409,.456,.865
2655,2640,NickSwisher,1B,2006,OAK,157,556,106,141,24,2,35,95,97,152,1,2,.254,.372,.493,.865
2656,2640,DerekJeter,SS,1998,NYY,149,626,127,203,25,8,19,84,57,119,30,6,.324,.384,.481,.865
2657,2640,JakeBeckley,1B,1897,NYG,114,433,84,143,19,12,8,87,20,,25,--,.330,.380,.485,.865
2658,2640,AugieGalan,LF,1947,CIN,124,392,60,123,18,2,6,61,94,19,0,--,.314,.449,.416,.865
2659,2640,WallyMoses,RF,1940,PHA,142,537,91,166,41,9,9,50,75,44,6,4,.309,.396,.469,.865
2660,2640,NickEtten,1B,1944,NYY,154,573,88,168,25,4,22,91,97,29,4,2,.293,.399,.466,.865
2661,2640,ZekeBonura,1B,1939,NYG,123,455,75,146,26,6,11,85,46,22,1,--,.321,.388,.477,.865
